Name,Identity,Status,Gender,Alignment,Race,Height,Weight,EyeColor,HairColor,SkinColor,Publisher,Year,Appearances,FirstAppearance,AdditionalData
Percy Sheldrake,Secret,Deceased,Male,Good,,,,Brown,Brown,,DC,1950.0,13.0,1950-12-01,
Percy Walker,Public,Living,Male,Good,,,,Blue,Blond,,Marvel,1945.0,1.0,1945-01-01,
Percy van Norton,Secret,Living,Male,Bad,,,,,Black,,Marvel,1993.0,1.0,1993-05-01,
Perdoo,,Living,Male,Good,,,,,,,DC,1996.0,8.0,1996-01-01,
Pere Kauraka,Public,Living,Male,Good,,,,,,,Marvel,1940.0,1.0,1940-09-01,
Peredur,Public,Living,Male,Good,,,,,,,DC,2005.0,2.0,2005-05-01,
Peregrine,,Living,Male,Bad,,,,,,,DC,1994.0,2.0,1994-09-01,
Perez,Secret,Deceased,Male,Good,,,,Brown,Black,,Marvel,1992.0,10.0,1992-06-01,
Peri,Public,Living,Male,Good,,,,White,,,Marvel,1987.0,2.0,1987-10-01,
Peri Purr,Public,Living,Other,Good,,,,,White,,Marvel,1942.0,2.0,1942-12-01,
Pericymenus,Public,Living,Male,Good,,,,,,,Marvel,2008.0,2.0,2008-08-01,
Perkins,,Living,Female,Other,,,,,White,,Marvel,1964.0,1.0,1964-10-01,
Perrikus,,Living,Male,Bad,,,,Red,,,Marvel,,14.0,,
Perro,Secret,Living,Male,Bad,,,,,Black,,Marvel,2006.0,8.0,2006-09-01,
Perrone,Public,Living,Male,Bad,,,,,Black,,Marvel,1940.0,1.0,1940-01-01,
Perry Dennison,Secret,Living,Male,Bad,,,,Black,Black,,DC,1993.0,1.0,1993-01-01,
Perry Moore,No Dual,Living,Male,Good,,,,,,,Marvel,2006.0,,2006-03-01,
Perry Palette,No Dual,Living,Male,Good,,,,,Black,,Marvel,1948.0,2.0,1948-08-01,
Perry Webb,No Dual,Living,Male,Good,,,,Brown,Black,,Marvel,,5.0,,
Perry White,Public,Living,Male,Other,,,,Blue,Brown,,DC,1986.0,350.0,1986-10-01,
Perse,Secret,Living,Male,Good,,,,Blue,White,,Marvel,1973.0,,1973-02-01,
Persephone,Public,Living,Female,Other,,,,Blue,Black,,DC,1985.0,14.0,1985-10-01,
Persephone,Secret,Living,Female,Good,,,,Brown,Black,,Marvel,,5.0,,Olympian
Persephone,Secret,Living,Female,Good,,,,White,Blond,,Marvel,1995.0,1.0,1995-11-01,Spinsterhood
Persephone II,Public,Living,Female,Good,,,,Blue,White,,DC,2009.0,3.0,2009-08-01,
Perseus,Public,Living,Male,Other,,,,,,,Marvel,1982.0,3.0,1982-09-01,Greek Legend
Perseus,Public,Living,Male,Good,,,,,Black,,DC,1964.0,5.0,1964-10-01,
Perseus,Secret,Living,Male,Good,,,,,,,Marvel,1993.0,3.0,1993-07-01,
Perseus Hazard,Public,Deceased,Male,Other,,,,Brown,,,DC,2007.0,5.0,2007-08-01,
Perun,,Living,Other,Other,,,,,,,Marvel,2011.0,4.0,2011-02-01,Dark Ocean Society
Perun,Secret,Living,Male,Good,,,,Brown,Brown,,Marvel,1989.0,22.0,1989-04-01,
Pester,Secret,Living,Female,Other,,,,,Black,,Marvel,1991.0,2.0,1991-06-01,
Pestilence,Secret,Deceased,Male,Bad,,,,Red,Bald,,Marvel,2013.0,1.0,2013-06-01,11th Century
Pete,,Living,Male,Other,,,,,,,Marvel,1963.0,5.0,1963-10-01,NYPD
Pete,,Living,Male,Other,,,,,Black,,Marvel,1964.0,3.0,1964-09-01,
Pete Gehringer,Public,Living,Male,Other,,,,Yellow,Bald,,Marvel,,1.0,,
Pete Johnson,No Dual,Living,Male,Good,,,,,Brown,,Marvel,1939.0,4.0,1939-12-01,
Pete Porker,Secret,Living,Male,Good,,,,,Pink,,Marvel,1943.0,1.0,1943-08-01,
Pete Zamora,No Dual,Living,Male,Good,,,,Brown,Black,,Marvel,1990.0,3.0,1990-03-01,
Peter,Public,Deceased,Male,Other,,,,Brown,Black,,Marvel,2002.0,2.0,2002-12-01,Mutant
Peter,Public,Living,Male,Good,,,,,Brown,,Marvel,1954.0,6.0,1954-10-01,Leopard Girl Ally
Peter,Secret,Living,Male,Good,,,,Black,Black,,Marvel,1988.0,4.0,1988-10-01,Nereel
Peter Alraune,,Deceased,Male,Good,,,,,White,,Marvel,1980.0,5.0,1980-11-01,
Peter Blake,Secret,Living,Male,Bad,,,,,Black,,Marvel,1946.0,1.0,1946-01-01,
Peter Blankemann,Secret,Living,Male,Bad,,,,,Black,,Marvel,1943.0,1.0,1943-08-01,
Peter Brand,Public,Deceased,Male,Bad,,,,Blue,Black,,Marvel,1984.0,3.0,1984-09-01,
Peter Bristow,,Living,Male,Other,,,,,Red,,Marvel,1983.0,1.0,1983-06-01,
Peter Brown,No Dual,Living,Male,Good,,,,,White,,Marvel,2013.0,1.0,2013-03-01,
Peter Cannon,Secret,Living,Male,Good,,,,Blue,Blond,,DC,1992.0,24.0,1992-09-01,
Peter Corbeau,Public,Living,Male,Good,,,,,Brown,,Marvel,1972.0,36.0,1972-02-01,
Peter Cranick,,Living,Male,Good,,,,,,,DC,1993.0,4.0,1993-01-01,
Peter Drew,Public,Living,Male,Bad,,,,,Black,,Marvel,1942.0,1.0,1942-02-01,
Peter Dudley,,Living,Male,Bad,,,,,,,DC,1967.0,1.0,1967-08-01,
Peter Farelli,Public,Living,Male,Good,,,,,Red,,DC,2008.0,11.0,2008-02-01,
Peter Farley,Public,Living,Male,Good,,,,,Black,,DC,1984.0,2.0,1984-01-01,
Peter Gambi,Public,Deceased,Male,Other,,,,Black,Brown,,DC,1977.0,13.0,1977-04-01,
Peter Garibaldi,Public,Living,Male,Good,,,,Blue,,,DC,2003.0,18.0,2003-10-01,
Peter Grogan,,Living,Male,Other,,,,,Red,,DC,1995.0,2.0,1995-07-01,
Peter Gyrich,Secret,Living,Male,Bad,,,,Red,Grey,,Marvel,1993.0,2.0,1993-03-01,Piecemeal
Peter Hayes,Public,Living,Male,Bad,,,,Brown,Brown,,DC,2010.0,5.0,2010-08-01,
Peter Herrick,Secret,Living,Male,Bad,,,,,Black,,Marvel,1944.0,1.0,1944-05-01,
Peter Higorovitch,Secret,Living,Other,Bad,,,,,Black,,Marvel,1942.0,1.0,1942-09-01,
Peter Hunter,Secret,Living,Male,Good,,,,Blue,Grey,,Marvel,1991.0,42.0,1991-02-01,
Peter Lomax,Public,Living,Male,Bad,,,,,Black,,DC,1985.0,2.0,1985-04-01,
Peter London,Public,Living,Male,Other,,,,Black,White,,Marvel,1992.0,1.0,1992-04-01,
Peter Malley,Secret,Living,Male,Bad,,,,Black,,,DC,1998.0,1.0,1998-01-01,
Peter Merkel,Secret,Deceased,Male,Bad,,,,,Red,,DC,1942.0,33.0,1942-12-01,
"Peter Merkel, Jr.",Secret,Living,Male,Bad,,,,Grey,Red,,DC,2005.0,72.0,2005-07-01,
Peter Mortimer,Secret,Deceased,Male,Bad,,,,,,,DC,1968.0,9.0,1968-02-01,
Peter Noble,Secret,Living,Male,Good,,,,Brown,Brown,,Marvel,1941.0,17.0,1941-04-01,
Peter Oritz,,Living,Male,Good,,,,,Black,,Marvel,1940.0,2.0,1940-06-01,
Peter Ostine,,Deceased,Male,Bad,,,,Brown,Brown,,DC,1997.0,1.0,1997-02-01,
Peter Parker,Secret,Living,Male,Bad,,,,White,Bald,,Marvel,1992.0,35.0,1992-06-01,Doppelganger
Peter Parker,Secret,Deceased,Male,Bad,,,,Hazel,Brown,,Marvel,1995.0,35.0,1995-03-01,Spidercide
Peter Parker,Secret,Living,Male,Bad,,,,Green,Bald,,Marvel,2008.0,6.0,2008-06-01,Skrull
Peter Parker,Secret,Deceased,Male,Bad,,,,Hazel,Brown,,Marvel,1995.0,3.0,1995-03-01,Guardian
Peter Parker,Secret,Deceased,Male,Other,,,,,,,Marvel,1996.0,12.0,1996-02-01,Spider-Skeleton
Peter Parker,Secret,Deceased,Male,Other,,,,Hazel,Bald,,Marvel,1995.0,8.0,1995-03-01,Jack
Peter Parker,No Dual,Deceased,Male,Other,,,,,,,Marvel,1972.0,1.0,1972-10-01,Counter-Earth
Peter Parker,No Dual,Deceased,Male,Other,,,,,,,Marvel,,1.0,,Robot
Peter Parker,Secret,Deceased,Male,Good,,,,Hazel,Blond,,Marvel,1975.0,263.0,1975-10-01,Ben Reilly
Peter Parker,Secret,Living,Male,Good,,,,Hazel,Brown,,Marvel,1994.0,137.0,1994-12-01,Kaine
Peter Pauling,Public,Deceased,Male,Bad,,,,,Brown,,DC,1981.0,8.0,1981-11-01,
Peter Petrelli,,,Male,Good,,,,,,,Other,,,,
Peter Petruski,Secret,Living,Male,Bad,,,,Brown,Bald,,Marvel,1963.0,150.0,1963-01-01,
Peter Prescott,Public,Deceased,Male,Bad,,,,,Black,,Marvel,,1.0,,
Peter Quill,Secret,Living,Male,Good,,,,Blue,Blond,,Marvel,1976.0,119.0,1976-01-01,
Peter Quinn,Secret,Deceased,Male,Bad,,,,White,Bald,,Marvel,1977.0,25.0,1977-11-01,
Peter Rice,Public,Living,Male,Other,,,,,Brown,,DC,1998.0,7.0,1998-02-01,
Peter Robinson,,Living,Male,Other,,,,,Black,,DC,2004.0,24.0,2004-11-01,
Peter Ross,Public,Living,Male,Good,,,,Blue,Blond,,DC,1961.0,87.0,1961-01-01,
Peter Sazlo,Secret,Living,Male,Bad,,,,,White,,Marvel,1946.0,1.0,1946-09-01,
Peter Scholl,,Deceased,Male,Bad,,,,Brown,Bald,,Marvel,2008.0,2.0,2008-12-01,
Peter Seyfert,Public,Living,Male,Good,,,,Green,Brown,,Marvel,2003.0,17.0,2003-06-01,
Peter Silverstone,Secret,Living,Male,Bad,,,,,,,DC,,3.0,,
Peter Spaulding,Public,Deceased,Male,Good,,,,,Blond,,Marvel,1978.0,8.0,1978-04-01,
Peter Stromboli,Public,Living,Male,Bad,,,,,Black,,Marvel,1944.0,1.0,1944-02-01,
Peter Vee,Public,Living,Male,Bad,,,,,Bald,,Marvel,1940.0,1.0,1940-04-01,
Peter Vermeer,Secret,Living,Male,Bad,,,,,Brown,,Marvel,1942.0,1.0,1942-01-01,
Peter Wisdom,No Dual,Living,Male,Good,,,,Blue,Black,,Marvel,1995.0,140.0,1995-02-01,
Peter the Puffer Fish,,Living,Male,Other,,,,,,,DC,1960.0,5.0,1960-03-01,
Peter van Zante,Public,Living,Male,Bad,,,,Brown,Red,,Marvel,1977.0,31.0,1977-04-01,
Peters,No Dual,Deceased,Male,Other,,,,,,,Marvel,,2.0,,
Petey the Demon,,Living,Male,Good,,,,,,,DC,1988.0,17.0,1988-12-01,
Petra,Secret,Deceased,Female,Bad,,,,,,,Marvel,2002.0,3.0,2002-06-01,Black Widow
Petra,Secret,Deceased,Female,Good,,,,Brown,Blond,,Marvel,2006.0,6.0,2006-01-01,
Petras Petragon,Secret,Living,Male,Good,,,,White,Green,,Marvel,,1.0,,
Petunia Grimm,Public,Deceased,Female,Good,,,,Blue,Black,,Marvel,1982.0,4.0,1982-01-01,
Peyton Riley,Secret,Living,Female,Other,,,,,Blond,,DC,2007.0,11.0,2007-03-01,
Ph'yzzon,Public,Deceased,Male,Good,,,,Green,White,,DC,1995.0,,1995-11-01,
Phade,,Living,Female,Bad,,,,,,,DC,2001.0,,2001-06-01,
Phadion,Public,Deceased,Male,Good,,,,,,,Marvel,1941.0,1.0,1941-03-01,
Phadros,,Living,Male,Good,,,,,,,Marvel,,1.0,,
Phae-Dor,Public,Living,Male,Other,,,,,Blue,,Marvel,1976.0,7.0,1976-02-01,
Phaeder,Public,Deceased,Male,Bad,,,,Brown,Grey,,Marvel,1981.0,7.0,1981-02-01,
Phaedra,Secret,Living,Female,Bad,,,,Blue,Blond,,Marvel,2008.0,5.0,2008-01-01,
Phaedra,,Living,Female,Other,,,,,,,Marvel,1992.0,3.0,1992-03-01,Marvel UK
Phage,,Living,Other,Other,,,,White,Bald,,Marvel,1993.0,14.0,1993-05-01,Symbiote
Phalanx,,Living,Male,Bad,,,,,,,DC,1994.0,2.0,1994-05-01,
Phantasm,,Living,Other,Bad,,,,,,,DC,1981.0,1.0,1981-09-01,
Phantasm II,,Deceased,Other,Other,,,,,,,DC,1992.0,21.0,1992-03-01,
Phanto,Public,Living,Male,Bad,,,,Yellow,Red,,Marvel,2010.0,4.0,2010-11-01,
Phantom,,,Male,Good,,,,,,,DC,,,,
Phantom Barber,,Living,Male,Bad,,,,,,,DC,1994.0,1.0,1994-04-01,
Phantom Girl,,,Female,Good,,168.0,54.0,Blue,Black,,DC,,,,
Phantom Gunman,Public,Living,Male,Bad,,,,,Grey,,Marvel,1957.0,1.0,1957-07-01,
Phantom Rider,Secret,Living,Male,Bad,,,,,Black,,Marvel,1951.0,1.0,1951-07-01,Carson
Phantom Stranger,Secret,Living,Male,Other,,,,Black,Black,,DC,1952.0,335.0,1952-09-01,
Phantom Whose Touch Means Death,,Living,Other,Bad,,,,,,,Marvel,1964.0,1.0,1964-12-01,
Phantom of Massacre Gulch,Secret,Deceased,Male,Bad,,,,,Grey,,Marvel,1951.0,1.0,1951-03-01,Tully
Phantom of the Bell Tower,Secret,Living,Male,Other,,,,,Bald,,Marvel,1942.0,1.0,1942-01-01,
Phantome,Secret,Living,Female,Bad,,,,,Brown,,Marvel,1994.0,4.0,1994-06-01,
Phantos,,Deceased,Other,Good,,,,Red,,,DC,1998.0,1.0,1998-12-01,
Phao,Public,Living,Male,Bad,,,,,Black,,Marvel,1944.0,1.0,1944-03-01,
Pharamond,Secret,Living,Other,Other,,,,Brown,Brown,,DC,1992.0,1.0,1992-11-01,
Pharaoh I,Secret,Living,Male,Other,,,,,,,DC,2010.0,1.0,2010-12-01,
Pharaoh II,Secret,Living,Male,Other,,,,,,,DC,2010.0,1.0,2010-12-01,
Pharoid,,Deceased,Male,Other,,,,,,,Marvel,1980.0,23.0,1980-11-01,
Pharyngula,,Living,Male,Bad,,,,,,,DC,2007.0,5.0,2007-06-01,
Pharzoof,,Living,Male,Bad,,,,Red,,,DC,1999.0,,1999-12-01,
Phastos,Secret,Living,Male,Good,,,,Brown,Bald,,Marvel,1985.0,24.0,1985-10-01,
Phat-Boy,Secret,Deceased,Male,Good,,,,,,,DC,1996.0,4.0,1996-09-01,
Phay,,Living,Male,Bad,,,,,,,Marvel,1989.0,4.0,1989-06-01,
Phee,,Living,Male,Bad,,,,,,,Marvel,1989.0,2.0,1989-06-01,
Phelch,,Living,Other,Bad,,,,,,,Marvel,1976.0,1.0,1976-03-01,
Phelix,Secret,Living,Male,Other,,,,,White,,Marvel,1992.0,1.0,1992-12-01,
Phemous,Secret,Living,Male,Bad,,,,One Eye,Bald,,Marvel,2001.0,1.0,2001-02-01,
Phiend,,Living,Male,Bad,,,,,,,Marvel,1992.0,1.0,1992-12-01,
Phil,,Living,Male,Other,,,,Black,Brown,,Marvel,1988.0,2.0,1988-02-01,Airport
Phil,Public,Living,Male,Other,,,,,,,Marvel,1990.0,2.0,1990-07-01,
Phil,,Living,Male,Other,,,,,,,Marvel,1965.0,1.0,1965-04-01,USAF
Phil,Public,Living,Male,Other,,,,Brown,Brown,,Marvel,2011.0,1.0,2011-08-01,Stamford resident
Phil,Public,Living,Male,Good,,,,Black,Brown,,DC,2010.0,2.0,2010-10-01,
Phil Brady,No Dual,Living,Male,Bad,,,,,,,Marvel,1948.0,1.0,1948-05-01,
Phil Descard,Secret,Living,Male,Other,,,,,Black,,Marvel,1985.0,2.0,1985-12-01,
Phil Dexter,Public,Living,Male,Good,,,,,Black,,Marvel,2004.0,5.0,2004-11-01,
Phil Donahue,Public,Living,Male,Other,,,,,White,,Marvel,1993.0,1.0,1993-11-01,
Phil Fox,,Living,Male,Good,,,,,,,Marvel,1972.0,11.0,1972-12-01,
Phil Grayfield,Secret,Living,Male,Good,,,,,Light Brown,,Marvel,1991.0,13.0,1991-03-01,
Phil Panasci,Public,Living,Male,Other,,,,,Black,,Marvel,1981.0,7.0,1981-08-01,
Phil Rodriguez,Public,Living,Male,Other,,,,,,,Marvel,1999.0,4.0,1999-07-01,
Philadelphia Filly,Secret,Deceased,Female,Good,,,,Green,Brown,,Marvel,2006.0,3.0,2006-09-01,
Philbert Hoskins,Public,Living,Male,Good,,,,Yellow,,,DC,1996.0,16.0,1996-12-01,
Philip,Public,Living,Male,Good,,,,Brown,Brown,,Marvel,2005.0,1.0,2005-10-01,Mutant
Philip Betbeze,,Living,Male,Other,,,,,Black,,Marvel,2002.0,1.0,2002-06-01,
Philip Chance,,Deceased,Male,Other,,,,,Brown,,DC,1973.0,2.0,1973-03-01,
Philip Chang,,Living,Male,Good,,,,Brown,Black,,Marvel,1978.0,31.0,1978-09-01,
Philip Cho,,Living,Male,Good,,,,,,,Marvel,2009.0,1.0,2009-11-01,
Philip Curry,Public,Living,Male,Other,,,,,,,DC,2006.0,9.0,2006-05-01,
Philip Fleming,Public,Living,Male,Good,,,,,Brown,,Marvel,1996.0,2.0,1996-02-01,
Philip Folger,Public,Living,Male,Good,,,,Blue,Blond,,DC,1967.0,3.0,1967-06-01,
Philip Gavin,,Living,Male,Bad,,,,,,,Marvel,2006.0,3.0,2006-08-01,
Philip Grant,Public,Living,Male,Bad,,,,Blue,,,Marvel,1993.0,8.0,1993-12-01,
Philip Ramsey,,Living,Male,Good,,,,,,,Marvel,1986.0,,1986-04-01,
Philip Roth,Secret,Living,Male,Bad,,,,,,,Marvel,1992.0,4.0,1992-12-01,
Philip Rothstein,,Living,Male,Other,,,,,Brown,,DC,1984.0,2.0,1984-03-01,
Philip Russell,Public,Living,Male,Bad,,,,,Grey,,Marvel,1972.0,21.0,1972-02-01,
Philip Sheldon,,Deceased,Male,Good,,,,Green,Grey,,Marvel,1994.0,14.0,1994-01-01,
Philip Sterns,Secret,Deceased,Male,Bad,,,,Blue,Blond,,Marvel,1989.0,16.0,1989-11-01,
Philip Summers,Secret,Living,Male,Good,,,,,Brown,,Marvel,1983.0,6.0,1983-11-01,
Philip Watson,,Living,Male,Other,,,,,,,Marvel,1984.0,9.0,1984-12-01,
Philip Wing,,Deceased,Male,Bad,,,,White,Bald,,Marvel,1954.0,8.0,1954-07-01,
Philippa Sontag,Secret,Living,Female,Bad,,,,Violet,Black,,Marvel,1986.0,57.0,1986-10-01,
Philippus,Public,Living,Female,Good,,,,Brown,Black,,DC,1987.0,88.0,1987-02-01,
Phillip,,Living,Male,Other,,,,Brown,White,,Marvel,1989.0,1.0,1989-11-01,Children of Heaven
Phillip Addad,Public,Living,Male,Good,,,,,Black,,DC,2000.0,13.0,2000-03-01,
Phillip Barnett,Public,Living,Male,Other,,,,,Red,,Marvel,1979.0,10.0,1979-03-01,
Phillip Blackwood,Public,Living,Male,Bad,,,,,Black,,Marvel,1940.0,1.0,1940-03-01,
Phillip Cambell,No Dual,Deceased,Male,Other,,,,,Red,,Marvel,2003.0,1.0,2003-07-01,
Phillip Carlisle,Public,Living,Male,Good,,,,,Black,,Marvel,1984.0,13.0,1984-01-01,
Phillip Cobb,,Living,Male,Bad,,,,,Brown,,DC,1957.0,24.0,1957-12-01,
Phillip Coulson,No Dual,Living,Male,Good,,,,Blue,Brown,,Marvel,2012.0,49.0,2012-01-01,
"Phillip Cussler, Jr.",Public,Living,Male,Other,,,,Blue,Black,,Marvel,1994.0,2.0,1994-08-01,
"Phillip Cussler, Sr.",Public,Living,Male,Other,,,,Blue,White,,Marvel,1994.0,2.0,1994-08-01,
Phillip Darrow,Public,Living,Male,Bad,,,,,Grey,,DC,1995.0,3.0,1995-06-01,
Phillip DeWolff,Public,Living,Male,Good,,,,,,,Marvel,1976.0,5.0,1976-08-01,
Phillip Durant,Secret,Deceased,Male,Bad,,,,,Blond,,Marvel,1981.0,1.0,1981-05-01,
Phillip Easton,Public,Living,Male,Other,,,,,Black,,DC,1989.0,6.0,1989-04-01,
Phillip Garcia,Public,Living,Male,Bad,,,,Brown,Black,,Marvel,1978.0,4.0,1978-08-01,
Phillip Hayes,Public,Deceased,Male,Bad,,,,Blue,Brown,,Marvel,2010.0,11.0,2010-01-01,
Phillip Hunter,Public,Living,Male,Good,,,,Blue,Red,,DC,1966.0,8.0,1966-04-01,
Phillip Karnowsky,Secret,Living,Male,Bad,,,,,,,DC,1988.0,10.0,1988-01-01,
Phillip Kramer,Public,Living,Male,Good,,,,,Brown,,DC,1987.0,13.0,1987-06-01,
Phillip Lorens,Public,Living,Male,Good,,,,Blue,Blond,,DC,2007.0,7.0,2007-01-01,
Phillip Mason,Public,Living,Male,Good,,,,Blue,Blond,,DC,1959.0,51.0,1959-08-01,
Phillip Masters,Public,Deceased,Male,Bad,,,,Brown,Bald,,Marvel,1962.0,102.0,1962-11-01,
Phillip Merritt,Public,Living,Male,Bad,,,,Blue,Bald,,Marvel,2003.0,4.0,2003-02-01,
Phillip Moreau,Public,Living,Male,Good,,,,,Brown,,Marvel,1988.0,27.0,1988-10-01,
Phillip Parsons,Public,Living,Male,Bad,,,,Brown,Black,,DC,1995.0,7.0,1995-10-01,
Phillip Prometheus,,Living,Male,Bad,,,,,White,,Marvel,1979.0,15.0,1979-04-01,
Phillip Sterling,Secret,Deceased,Male,Bad,,,,Blue,Grey,,Marvel,1968.0,32.0,1968-04-01,
Phillip Urich,Secret,Living,Male,Bad,,,,Green,Brown,,Marvel,1995.0,98.0,1995-06-01,
Phillip le Guin,Public,Living,Male,Good,,,,,Brown,,Marvel,1981.0,2.0,1981-12-01,
Phillipe Bazin,Public,Living,Male,Bad,,,,,Black,,Marvel,1991.0,16.0,1991-03-01,
Phillipe Mouton,Public,Living,Male,Bad,,,,,,,DC,1996.0,1.0,1996-11-01,
Philo Baker,Public,Living,Male,Other,,,,,White,,Marvel,1943.0,1.0,1943-03-01,
Philo Zeiss,Public,Living,Male,Bad,,,,,,,DC,2000.0,24.0,2000-10-01,
Philo Zogolowski,Public,Deceased,Male,Good,,,,Brown,Brown,,Marvel,1940.0,20.0,1940-02-01,
Philoctetes,Public,Living,Male,Other,,,,,Brown,,Marvel,1979.0,2.0,1979-11-01,
Philomela,Public,Living,Female,Bad,,,,Blue,Black,,DC,2008.0,9.0,2008-01-01,
Phinea,Public,Deceased,Female,Good,,,,,Brown,,DC,2010.0,1.0,2010-01-01,
Phineas,,Living,Male,Good,,,,,White,,Marvel,1962.0,5.0,1962-12-01,Fifth Dimension
Phineas Horton,No Dual,Deceased,Male,Good,,,,Blue,Brown,,Marvel,1939.0,41.0,1939-10-01,
Phineas Mason,Public,Living,Male,Other,,,,Grey,White,,Marvel,1963.0,62.0,1963-05-01,
Phineas Quayle,,Living,Male,Bad,,,,Blue,White,,DC,1985.0,1.0,1985-07-01,
Phineas Randall,,Living,Male,Other,,,,,Brown,,Marvel,2007.0,2.0,2007-05-01,
Phineas T. Coroner,,Living,Male,Bad,,,,,,,Marvel,1974.0,2.0,1974-10-01,
Phineous Umbridge,No Dual,Living,Male,Bad,,,,Blue,Brown,,Marvel,1991.0,2.0,1991-09-01,
Phisherman,Secret,Living,Male,Other,,,,Blue,Red,,Marvel,2002.0,1.0,2002-01-01,
Phit,,Living,Male,Bad,,,,,,,Marvel,1992.0,1.0,1992-12-01,
Phlegm,,Living,Male,Bad,,,,,,,Marvel,1992.0,1.0,1992-11-01,
Phlish,,Deceased,Other,Good,,,,White,,,Marvel,2013.0,2.0,2013-04-01,
Phlopp,,Living,Male,Bad,,,,,,,Marvel,1992.0,1.0,1992-11-01,
Phobius,Secret,Living,Male,Bad,,,,Green,Black,,Marvel,1981.0,13.0,1981-01-01,
Phobos,Public,Living,Male,Bad,,,,Red,Red,,DC,1969.0,22.0,1969-08-01,
Phobos,,Living,Male,Other,,,,,,,Marvel,1991.0,4.0,1991-08-01,
Phoebe,Public,Deceased,Female,Other,,,,,,,DC,1985.0,11.0,1985-08-01,
Phoebe Cuckoo,Secret,Living,Female,Good,,,,Blue,Blond,,Marvel,2001.0,174.0,2001-11-01,
Phoebe Huntsman,,Living,Female,Other,,,,,Blond,,Marvel,1990.0,3.0,1990-12-01,
Phoebe Marrs,Public,Living,Female,Good,,,,Blue,Strawberry Blond,,Marvel,1990.0,35.0,1990-04-01,
Phoebus Apollo,Public,Living,Male,Other,,,,Blue,Blond,,DC,1941.0,41.0,1941-12-01,
Phoebus Apollo,,Living,Male,Good,,,,Blue,Blond,,Marvel,1948.0,40.0,1948-08-01,
Phoenix,Secret,Living,Female,Bad,Mutant,168.0,52.0,Green,Red,,Marvel,2012.0,1.0,2012-12-01,Hatchitech
Phoenix Force,Secret,Deceased,Other,Other,,,,,Bald,,Marvel,1976.0,229.0,1976-10-01,
Phoenix Messiah,Public,Living,Female,Good,,,,,,,Marvel,,1.0,,Demon
Phoenix's Shadow,,Living,Other,Other,,,,,,,Marvel,,,,
Phoney Baloney,Secret,Deceased,Male,Bad,,,,,,,DC,2009.0,3.0,2009-08-01,
Phopp,,Living,Male,Bad,,,,,,,Marvel,1992.0,1.0,1992-11-01,
Phorcys,Public,Living,Male,Bad,,,,Red,Bald,,Marvel,2010.0,3.0,2010-01-01,
Phosphorus,,Living,Other,Bad,,,,,,,Marvel,1979.0,2.0,1979-10-01,Human
Phosphorus,,Living,Other,Bad,,,,Red,Bald,,Marvel,1997.0,1.0,1997-09-01,Element
Phosphorus Rex,Secret,Living,Male,Bad,,,,,,,DC,2007.0,4.0,2007-07-01,
Phough,,Living,Male,Bad,,,,,,,Marvel,1989.0,4.0,1989-06-01,
Phraug,Public,Living,Male,Bad,,,,,Bald,,Marvel,1982.0,2.0,1982-11-01,
Phreaking Phreddy,Secret,Living,Male,Good,,,,,Brown,,DC,1992.0,7.0,1992-08-01,
Phthia,,Deceased,Female,Good,,,,,Blond,,DC,1988.0,5.0,1988-01-01,
Phumm,,Living,Male,Bad,,,,,Brown,,Marvel,1989.0,4.0,1989-06-01,
Phy,,Living,Other,Other,,,,,,,Marvel,1989.0,2.0,1989-06-01,
Phyla-Vell,Public,Deceased,Female,Good,,,,Blue,White,,Marvel,2004.0,56.0,2004-01-01,
Phyllis Baker,Public,Living,Female,Good,,,,,Strawberry Blond,,DC,1992.0,1.0,1992-04-01,
Phyllis Dennefer,,Deceased,Female,Good,,,,,Blond,,Marvel,2006.0,1.0,2006-02-01,
Phyllis Haller,Public,Living,Other,Good,,,,,Blond,,DC,1989.0,11.0,1989-12-01,
Phyllis Shamara,No Dual,Living,Female,Good,,,,,Black,,Marvel,1980.0,3.0,1980-03-01,
Physique,Secret,Living,Female,Good,,,,Brown,Bald,,Marvel,2008.0,8.0,2008-06-01,
Phyty,Public,Living,Other,Other,,,,,Bald,,Marvel,2006.0,1.0,2006-11-01,
Phzzzrrzztlzzzz,,Living,Other,Other,,,,,,,Marvel,1994.0,,1994-09-01,
Pi\u00f1ata,,Living,Female,Other,,,,,,,DC,2006.0,4.0,2006-09-01,
Pick Axe,Secret,Living,Male,Bad,,,,,Blond,,Marvel,1990.0,1.0,1990-02-01,Power Tools
Pico Halfghanaghan,No Dual,Living,Male,Bad,,,,Red,White,,Marvel,1992.0,5.0,1992-06-01,
Piecemeal,Secret,Living,Male,Bad,,,,Red,Red,,Marvel,1993.0,2.0,1993-05-01,Mutate 416
Piedra Dura,Secret,Living,Male,Bad,,,,,Black,,Marvel,2010.0,1.0,2010-12-01,
Pierce,Secret,Living,Male,Other,,,,Brown,Bald,,Marvel,1996.0,1.0,1996-02-01,
Pierce I,Secret,Living,Female,Bad,,,,Brown,Brown,,DC,1995.0,1.0,1995-01-01,
Pierce II,Secret,Living,Male,Bad,,,,Brown,Black,,DC,1997.0,,1997-01-01,
Pierre Cloche,Public,Living,Male,Good,,,,,Black,,Marvel,1997.0,1.0,1997-11-01,
Pierre Dentifris,,Living,Male,Bad,,,,,White,,Marvel,1977.0,2.0,1977-02-01,
